Wholesaler,Date,HLs,Materials
29379834,2020-02-12,"[100.8, 8.0, 72.0, 0.792, 5.4, 5.4, 8.0]","[3372, 9974, 11574, 30822, 59847, 59848, 63311]"
29379834,2020-02-14,"[50.4, 51.2, 8.0, 28.8, 5.4, 5.4, 10.8, 8.0, 1.2, 7.2, 7.2]","[3372, 6013, 9974, 11574, 59847, 59848, 60387, 63627, 70572, 70579, 71317]"
29379834,2020-02-20,"[43.2, 86.4, 4.2, 4.0, 0.9798, 24.0, 1.8, 7.2]","[3372, 11574, 19898, 60036, 63445, 63627, 66989, 71317]"
29379834,2020-06-22,"[72.0, 25.6, 4.2, 2.4, 84.0, 4.2, 8.4, 4.0, 5.4, 1.8, 0.426, 8.0, 0.6, 7.2, 15.336]","[3372, 6013, 10946, 10947, 11574, 11766, 19898, 37961, 59848, 61629, 63445, 63627, 66989, 71317, 77313]"
29379834,2020-07-21,"[4.752, 50.4, 16.0, 3.0, 1.2, 4.2, 8.4, 7.2, 10.8, 16.2, 1.8, 0.852, 8.0, 1.2, 7.2, 0.0792, 1.584]","[3337, 3372, 9974, 10946, 10947, 11766, 19898, 45416, 59848, 60387, 61629, 63445, 63627, 66989, 71317, 74529, 77589]"
29379834,2020-08-04,"[86.4, 32.0, 4.2, 4.2, 14.4, 4.2, 32.4, 21.6, 4.752, 27.0, 1.8, 24.0, 2.4]","[3372, 9974, 10946, 10947, 11574, 19898, 59847, 59848, 59874, 60387, 61629, 63627, 66989]"
29379834,2020-08-06,"[36.0, 43.2, 4.8, 8.0, 50.4, 21.6, 5.112]","[3372, 3410, 6013, 9974, 11574, 71317, 77313]"
29379834,2020-08-14,"[8.4, 1.2, 4.0, 21.6, 32.0, 4.2]","[10946, 33335, 37961, 59848, 63627, 66989]"
29379834,2020-08-31,"[6.4, 100.8, 32.4, 4.752, 8.0, 0.0, 16.0, 2.4, 4.6008]","[10965, 11574, 59848, 59873, 60036, 61629, 63627, 66989, 77313]"
29379834,2020-09-18,"[62.4, 1.584, 54.0, 1.8, 36.0, 16.0]","[6013, 30822, 59848, 61629, 63311, 74582]"
29379834,2020-10-06,"[24.0, 72.0, 2.4, 1.2, 0.0]","[9974, 11574, 11766, 33335, 70601]"
29379834,2020-10-21,"[89.6, 32.0, 9.504, 4.2, 4.2, 1.8, 4.2]","[6013, 9974, 10957, 11766, 19898, 20614, 70601]"
40002273,2020-07-21,"[3.6, 0.6, 24.0, 19.2, 16.0, 4.2, 1.584, 6.4, 28.8, 1.8, 1.2, 1.8, 1.584, 1.8, 10.8, 10.8, 4.2, 4.0, 8.0, 0.792, 1.704, 0.792]","[3410, 3530, 5983, 6013, 9974, 10946, 10957, 10965, 11574, 11766, 19898, 20614, 30822, 57005, 59847, 60387, 61629, 63311, 63627, 76623, 77313, 77589]"
40002273,2020-07-30,"[3.6, 0.6, 24.0, 16.0, 4.2, 1.584, 6.4, 28.8, 1.8, 1.2, 1.8, 1.584, 1.8, 10.8, 10.8, 4.2, 4.0, 8.0, 0.792, 1.704, 0.792]","[3410, 3530, 5983, 9974, 10946, 10957, 10965, 11574, 11766, 19898, 20614, 30822, 57005, 59847, 60387, 61629, 63311, 63627, 76623, 77313, 77589]"
40002273,2020-08-03,[4.2],[61629]
40002273,2020-08-05,"[3.6, 0.6, 24.0, 19.2, 16.0, 4.2, 1.584, 6.4, 28.8, 1.8, 1.2, 1.8, 1.584, 1.8, 10.8, 10.8, 4.2, 4.0, 8.0, 0.792, 1.704, 0.792]","[3410, 3530, 5983, 6013, 9974, 10946, 10957, 10965, 11574, 11766, 19898, 20614, 30822, 57005, 59847, 60387, 61629, 63311, 63627, 76623, 77313, 77589]"
40002273,2020-08-18,"[14.4, 50.4, 24.0, 0.792, 50.4, 4.2, 4.2, 10.8, 4.0, 1.9596, 12.0, 0.9504, 0.6]","[3372, 3410, 9974, 10957, 11574, 11766, 20614, 59848, 63311, 63445, 63627, 76623, 80176]"
40002273,2020-09-18,"[19.2, 55.2, 12.0, 4.2, 4.2, 55.2, 10.8, 21.6]","[3372, 3410, 5983, 10946, 10947, 11574, 59848, 71317]"
29379708,2019-08-07,"[21.6, 8.0, 16.8, 8.4, 79.2, 4.2, 0.6, 0.7668, 1.2, 4.0, 3.0, 1.8]","[3372, 9974, 10946, 10947, 11574, 19898, 20614, 54232, 57005, 63627, 65660, 66989]"
29379708,2019-09-05,"[28.8, 19.2, 16.0, 4.2, 0.792, 4.8, 43.2, 3.36, 4.2, 0.6, 1.704, 4.2]","[3372, 6013, 9974, 10946, 10957, 10965, 11574, 18690, 19898, 20614, 54232, 66989]"
29379708,2019-11-05,"[1.584, 57.6, 19.2, 8.0, 12.6, 1.584, 9.6, 43.2, 4.2, 1.2, 1.2, 6.0, 4.2, 0.6]","[3337, 3372, 6013, 9974, 10946, 10957, 10965, 11574, 19898, 20614, 57005, 65660, 66989, 70601]"
29379708,2019-12-13,"[43.2, 14.4, 16.0, 4.2, 4.8, 43.2, 1.2, 4.2, 0.6, 2.556, 2.4, 0.8, 6.0, 4.2, 0.6, 14.4]","[3372, 6013, 9974, 10946, 10965, 11574, 18690, 19898, 20614, 54232, 62707, 63311, 65660, 66989, 70601, 71317]"
29379708,2020-01-29,"[28.8, 14.4, 8.0, 8.4, 0.6, 1.584, 4.8, 57.6, 1.2, 4.2, 1.2, 4.0, 6.0, 1.2, 21.6]","[3372, 6013, 9974, 10946, 10947, 10957, 10965, 11574, 18690, 19898, 20614, 63627, 65660, 70601, 71317]"
29379708,2020-03-05,"[38.4, 24.0, 16.0, 8.4, 4.2, 4.8, 50.4, 1.8, 4.2, 2.4, 4.0, 4.2]","[3372, 6013, 9974, 10946, 10947, 10965, 11574, 18690, 19898, 20614, 63627, 66989]"
29379708,2020-06-29,"[0.792, 28.8, 28.8, 8.0, 8.4, 4.2, 14.4, 43.2, 0.96, 8.4, 3.0, 2.3004, 0.6, 0.6, 8.0, 4.2, 1.9008]","[3337, 3372, 6013, 9974, 10946, 10947, 10965, 11574, 18690, 19898, 20614, 54232, 57005, 61629, 65660, 66989, 77589]"
29379708,2020-07-22,"[28.8, 19.2, 8.0, 8.4, 4.2, 43.2, 1.8, 8.4, 2.4, 1.8, 8.0, 8.0, 2.4, 7.2, 5.112]","[3372, 6013, 9974, 10946, 10947, 11574, 18690, 19898, 20614, 57005, 63627, 65660, 66989, 71317, 77313]"
29379708,2020-07-24,"[28.8, 19.2, 8.0, 8.4, 4.2, 43.2, 5.4, 8.4, 2.4, 1.8, 8.0, 8.0, 2.4, 7.2]","[3372, 6013, 9974, 10946, 10947, 11574, 18690, 19898, 20614, 57005, 63627, 65660, 66989, 71317]"
29379708,2020-08-13,"[0.792, 43.2, 14.4, 8.0, 8.4, 4.8, 43.2, 4.2, 2.4, 0.6, 8.0, 8.0, 4.2, 14.4, 1.2]","[3337, 3372, 6013, 9974, 10946, 10965, 11574, 19898, 20614, 61629, 63627, 65660, 66989, 71317, 80176]"
29379708,2020-09-25,"[50.4, 19.2, 12.6, 1.8, 19.2, 36.0, 4.2, 0.6, 3.9, 4.0, 3.0, 1.9008]","[3372, 6013, 10946, 10947, 10965, 11574, 19898, 20614, 58941, 63627, 65660, 77589]"
29379701,2019-08-27,[2.4],[20614]
29379701,2019-08-28,"[14.4, 16.8, 0.6, 14.4, 4.0]","[5983, 10946, 10947, 11574, 66738]"
29379701,2019-09-25,"[4.8, 64.8, 12.8, 8.4, 4.2, 4.0]","[3372, 5983, 6013, 10946, 11766, 66738]"
29379701,2019-10-15,"[0.792, 67.2, 8.4, 0.6, 1.8, 7.2, 5.4]","[3337, 5983, 10946, 10947, 20614, 62706, 62707]"
29379701,2019-11-20,"[2.4, 12.8, 12.6, 0.6, 7.2, 4.2, 4.0]","[3372, 6013, 10946, 10947, 11574, 11766, 66738]"
29379701,2020-02-03,"[2.4, 4.8, 12.8, 21.0, 0.6, 1.6, 9.6, 1.8, 4.0]","[3372, 5983, 6013, 10946, 10947, 10965, 11574, 20614, 66738]"
29379701,2020-02-11,[4.2],[11766]
29379701,2020-06-02,"[0.792, 2.4, 9.6, 4.2, 0.6, 0.0, 0.0, 4.2, 1.8]","[3337, 3372, 6013, 10946, 10947, 10965, 11574, 11766, 20614]"
29379701,2020-06-25,"[4.8, 2.4, 6.4, 25.2, 2.4, 1.6, 7.2, 4.2, 2.4]","[3372, 5983, 6013, 10946, 10947, 10965, 11574, 11766, 20614]"
29379701,2020-07-27,"[0.792, 14.4, 12.8, 4.0, 25.2, 1.2, 7.2, 4.2, 2.4]","[3337, 5983, 6013, 9974, 10946, 10947, 11574, 11766, 20614]"
29379701,2020-08-25,"[21.6, 21.0, 1.2, 9.6, 2.4]","[5983, 10946, 10947, 11574, 20614]"
29379701,2020-09-29,"[4.8, 14.4, 12.8, 8.4, 0.6, 4.8, 4.2, 0.6, 2.4, 4.0]","[3372, 5983, 6013, 10946, 10947, 11574, 11766, 20614, 60505, 66738]"
29996996,2020-07-31,"[36.0, 43.2, 4.8, 8.0, 50.4, 21.6, 5.112]","[3372, 3410, 6013, 9974, 11574, 71317, 77313]"
29379101,2019-08-09,"[7.2, 8.4, 2.4, 0.792, 12.0, 3.36, 4.2, 0.6, 0.9504, 0.6, 0.6, 0.6]","[3410, 10946, 10947, 10957, 11574, 18690, 19898, 33335, 43113, 48537, 61629, 66989]"
29379101,2019-09-10,"[2.4, 7.2, 7.2, 1.6, 4.0, 4.2, 1.6, 7.2, 11.4048, 4.2, 4.2, 0.6, 0.96, 1.2, 0.6]","[3372, 3410, 5983, 6013, 9974, 10946, 10965, 11574, 18827, 19898, 20614, 61629, 63481, 64665, 66989]"
29379101,2019-09-18,"[1.6, 8.4, 1.6, 4.2, 4.2, 0.7668]","[6013, 10946, 10965, 19898, 20614, 54232]"
29379101,2019-09-24,"[1.6, 0.96, 0.9504, 0.6]","[10965, 18690, 43113, 48537]"
29379101,2019-10-22,"[0.792, 4.8, 2.4, 1.6, 4.2, 7.2, 1.2, 3.36, 4.2, 1.8, 7.2, 8.4, 1.2, 4.8, 0.9504]","[3337, 3410, 5983, 6013, 10946, 11574, 11766, 18690, 19898, 20614, 62706, 62707, 64665, 71317, 75909]"
29379101,2019-11-19,"[7.2, 4.8, 1.6, 4.0, 4.2, 9.6, 0.6, 4.2, 1.2, 0.792, 0.9504, 1.5336, 1.2, 0.6]","[3410, 5983, 6013, 9974, 10946, 11574, 11766, 19898, 20614, 30822, 43113, 54232, 61629, 66989]"
29379101,2019-12-30,"[7.2, 4.8, 1.6, 12.6, 7.2, 0.6, 0.96, 4.2, 1.8, 1.8, 0.6, 0.6, 4.8, 0.9504]","[3410, 5983, 6013, 10946, 11574, 11766, 18690, 19898, 20614, 59848, 66989, 70601, 71317, 76623]"
29379101,2020-01-24,"[7.2, 4.8, 1.6, 4.2, 4.8, 7.2, 1.2, 3.36, 4.2, 0.6, 3.6, 0.48, 0.6, 2.4, 0.9504]","[3410, 5983, 6013, 10946, 10965, 11574, 11766, 18690, 19898, 20614, 59848, 63481, 70601, 71317, 76623]"
29379101,2020-02-12,"[0.792, 2.4, 4.8, 2.4, 0.6, 4.8, 2.4, 0.6, 4.2, 2.0, 0.6, 8.4, 12.6, 1.2, 0.6, 2.4, 0.9504, 4.0]","[3337, 3372, 3410, 5983, 10947, 10965, 11574, 11766, 20614, 54632, 66989, 70572, 70579, 70601, 71316, 71317, 74529, 78313]"
29379101,2020-05-28,"[7.2, 2.0, 8.4, 1.8, 1.2, 1.8, 0.6, 0.6, 4.0, 0.792, 1.2, 1.2, 1.2, 1.2, 0.6, 1.2, 0.9504]","[3410, 9974, 10946, 10947, 11766, 18690, 19898, 48537, 54632, 59874, 61629, 63481, 64665, 66989, 70601, 71316, 76623]"
29379101,2020-06-10,"[2.4, 12.0, 2.4, 2.0, 1.8, 2.4, 4.2, 3.36, 4.2, 4.2, 0.792, 0.6, 4.0, 1.8, 0.792, 1.2, 1.2, 1.8, 1.8, 9.6, 0.852, 0.9504, 4.2]","[3372, 3410, 5983, 9974, 10947, 11574, 11766, 18690, 19898, 20614, 30822, 33335, 54632, 59848, 59873, 61629, 66989, 70601, 71316, 71317, 77313, 77589, 78356]"
29379101,2020-06-17,"[2.4, 7.2, 2.4, 4.2, 4.2, 2.4, 3.36, 4.2, 0.792, 0.6, 4.0, 0.792, 1.2, 1.2, 1.2, 9.6, 4.2]","[3372, 3410, 5983, 10946, 10947, 11574, 18690, 20614, 30822, 33335, 54632, 59874, 64665, 66989, 70601, 71317, 78356]"
29379101,2020-06-25,"[0.792, 4.8, 9.6, 4.8, 4.0, 12.6, 1.6, 2.4, 3.36, 4.2, 4.2, 0.792, 0.6, 1.8, 0.792, 0.792, 1.6, 0.96, 1.8, 0.6, 7.2, 0.9504, 0.852, 8.0, 4.2]","[3337, 3372, 3410, 5983, 9974, 10946, 10965, 11574, 18690, 19898, 20614, 30822, 48537, 59848, 59873, 59874, 63311, 63481, 64665, 66989, 71317, 76623, 77313, 78313, 78356]"
29379101,2020-08-05,"[2.4, 2.4, 4.0, 8.4, 4.2, 3.2, 3.36, 4.2, 0.6, 0.6, 4.0, 0.6, 4.0, 0.48, 4.0, 0.6, 3.0, 1.8, 0.6, 0.9504, 4.2]","[3372, 5983, 9974, 10946, 10947, 10965, 18690, 19898, 33335, 48537, 54632, 61629, 63311, 63481, 63627, 64665, 69265, 70601, 71316, 76623, 78356]"
29379101,2020-08-09,"[2.4, 7.2, 4.8, 4.0, 4.2, 6.4, 4.8, 1.2, 4.0, 1.8, 0.792, 8.0, 0.96, 4.0, 1.2, 4.2, 2.4, 0.852, 0.9504]","[3372, 3410, 5983, 9974, 10946, 10965, 11574, 33335, 54632, 59847, 59874, 63311, 63481, 63627, 64665, 71316, 71317, 77313, 77589]"
29379101,2020-08-20,"[7.2, 4.0, 1.6, 4.2, 0.6, 1.8, 3.0, 0.96, 6.3]","[5983, 9974, 10965, 19898, 33335, 59848, 63311, 63481, 71317]"
29379101,2020-09-10,"[28.8, 8.4, 0.0, 8.4, 0.0, 1.2, 1.92, 8.4, 3.0]","[3410, 10946, 10947, 19898, 48537, 61629, 63481, 78356, 80417]"
29379101,2020-09-24,"[14.4, 4.0, 8.4, 1.2, 1.6, 4.2, 0.6, 4.0, 1.8, 1.2, 0.48, 7.2, 4.2, 3.0]","[3410, 9974, 10946, 10947, 10965, 19898, 48537, 54632, 59848, 61629, 63481, 71317, 78356, 80417]"
29379101,2020-11-03,"[8.4, 1.8, 4.2, 0.6, 8.4, 0.48, 0.6, 0.6, 2.4, 0.6]","[10946, 10947, 19898, 48537, 62707, 63481, 64665, 66989, 74342, 81410]"
29379089,2019-08-21,"[4.8, 1.6, 60.0, 4.0]","[6013, 10965, 11574, 66738]"
29379089,2019-10-03,"[1.6, 57.6, 0.6, 0.6, 0.78, 2.4]","[6013, 11574, 19898, 29777, 55357, 62706]"
29379089,2019-12-24,"[6.4, 38.4]","[6013, 11574]"
29379089,2020-02-14,"[4.8, 1.6, 31.2, 0.6, 0.792, 0.792, 4.0, 2.4]","[6013, 10965, 11574, 29777, 59873, 59874, 66738, 70579]"
29379089,2020-06-23,"[4.8, 0.6, 96.0, 0.6, 1.2, 1.56, 4.0]","[6013, 10946, 11574, 19898, 29777, 55357, 66738]"
29379089,2020-08-05,"[12.8, 0.6, 3.2, 24.0, 0.6, 4.0, 1.56, 4.0]","[6013, 10946, 10965, 11574, 19898, 54632, 55357, 66738]"
29379089,2020-09-02,"[1.6, 1.6, 57.6, 0.6, 0.6, 0.0, 4.0]","[6013, 10965, 11574, 19898, 29777, 55357, 66738]"
29379833,2019-08-22,[204.0],[71317]
29379833,2019-08-23,"[57.6, 57.6, 1.2, 10.8, 57.6]","[3372, 11574, 11766, 59848, 71317]"
29379833,2019-09-03,"[57.6, 57.6, 16.0, 57.6]","[3372, 6013, 9974, 11574]"
29379833,2019-09-24,"[4.752, 24.0, 48.0, 20.0, 48.0, 5.7024, 18.0, 1.2]","[3337, 3372, 6013, 9974, 11574, 43113, 59848, 61629]"
29379833,2019-10-14,"[4.2, 0.6, 0.792, 0.6, 10.8, 0.9798, 9.504, 91.2]","[10946, 20614, 30822, 33335, 59848, 63445, 67561, 71317]"
29379833,2019-10-25,"[43.2, 19.2, 16.0, 4.2, 4.752, 93.6, 4.2, 1.2, 0.792, 9.504]","[3372, 6013, 9974, 10946, 10957, 11574, 19898, 20614, 30822, 67561]"
29379833,2019-11-22,"[4.752, 31.2, 40.0, 12.0, 8.4, 1.8, 1.6, 12.0, 4.2, 0.6, 0.792, 3.6, 27.0, 3.6, 0.6, 1.9596, 0.9504, 0.6, 0.6, 1.9008]","[3337, 3372, 6013, 9974, 10946, 10947, 10965, 11574, 19898, 33335, 45918, 59847, 59848, 62706, 62707, 63445, 64601, 66989, 68280, 72548]"
29379833,2019-11-29,"[0.0, 0.792, 1.188]","[15793, 77721, 77995]"
29379833,2019-12-09,"[4.2, 1.6, 72.0, 4.2, 1.2, 0.792, 4.752, 72.0, 1.9008]","[10946, 10965, 11574, 19898, 20614, 30822, 59874, 71317, 72548]"
29379833,2019-12-11,[72.0],[71317]
29379833,2019-12-12,"[120.0, 1.2, 60.0]","[11574, 33335, 71317]"
29379833,2020-01-06,"[1.6, 84.0, 1.8, 8.4, 1.2, 1.2, 1.8, 9.504, 84.0, 2.8512, 2.8512]","[10965, 11574, 11766, 19898, 20614, 61629, 66989, 67561, 71317, 76623, 77589]"
29379833,2020-01-23,"[51.2, 16.0, 8.4, 4.752, 62.4, 8.4, 0.792, 18.0, 4.752, 0.6, 1.2, 2.8512]","[6013, 9974, 10946, 10957, 11574, 19898, 30822, 59848, 59874, 61629, 66989, 76623]"
29379833,2020-02-04,"[60.0, 8.0, 72.0, 1.8, 0.6, 1.9596, 9.504, 48.0, 1.9008]","[3372, 9974, 11574, 11766, 20614, 63445, 67561, 71317, 77589]"
29379833,2020-02-14,"[64.0, 8.0, 4.2, 48.0, 12.6, 0.792, 18.0, 24.0, 1.9008, 2.8512]","[6013, 9974, 10946, 11574, 19898, 30822, 59848, 71317, 76623, 77589]"
29379833,2020-03-03,"[16.0, 12.0, 4.2, 96.0, 0.6, 1.8, 0.6, 60.0, 1.9008, 1.9008]","[6013, 9974, 10946, 11574, 20614, 59847, 61629, 71317, 76623, 77589]"
29379833,2020-06-12,"[4.752, 10.2, 5.4, 0.792, 12.6, 0.792, 2.4, 1.9008]","[3337, 10946, 10947, 10957, 19898, 30822, 33335, 76623]"
29379833,2020-08-05,"[8.0, 8.4, 4.752, 16.8]","[9974, 10946, 10957, 19898]"
29379833,2020-08-25,"[124.8, 32.0, 24.0, 62.4, 8.0, 182.4]","[3372, 6013, 9974, 11574, 54632, 71317]"
29379833,2020-09-01,"[88.8, 22.4, 24.0, 3.168, 31.2, 1.584, 19.8, 43.2, 0.9504]","[3372, 6013, 9974, 10957, 11574, 30822, 59848, 71317, 77589]"
29379833,2020-09-09,"[24.0, 48.0, 50.4, 18.0, 9.504, 62.4]","[6013, 9974, 11574, 59848, 67561, 71317]"
29379833,2020-09-25,[60.0],[71317]
29379833,2020-10-15,"[3.168, 36.0, 28.8, 4.2, 4.752, 36.0, 0.792, 72.0, 0.792, 0.9798, 2.8512]","[3337, 3372, 6013, 10946, 10957, 11574, 30822, 54632, 59873, 63445, 76623]"
29379686,2019-09-17,"[0.792, 19.2, 4.8, 8.4, 151.2, 0.7668, 1.8]","[3337, 3372, 6013, 10946, 11574, 54232, 59847]"
29379686,2019-12-23,"[9.6, 9.6, 8.0, 4.2, 1.2, 144.0, 1.2, 1.5336, 1.8, 1.8, 4.0, 0.9504]","[3372, 6013, 9974, 10946, 10947, 11574, 19898, 54232, 59847, 59848, 63908, 76623]"
29379686,2020-03-09,"[19.2, 9.6, 8.0, 12.6, 4.2, 122.4, 4.2, 1.8, 4.0, 0.0]","[3372, 6013, 9974, 10946, 10947, 11574, 19898, 59848, 63908, 7519873]"
29379686,2020-08-11,"[7.2, 9.6, 8.0, 12.6, 141.6, 1.8, 4.0]","[3372, 6013, 9974, 10946, 11574, 19898, 63908]"
29379686,2020-08-28,"[0.0, 1.8]","[9974, 19898]"
29801553,2020-08-14,"[14.4, 4.2, 4.8, 7.2]","[3410, 10946, 10965, 71317]"
29379015,2020-09-03,"[3.168, 1.584, 4.5, 4.0, 12.6, 8.4, 14.4, 12.6, 1.2, 12.6, 4.2, 0.0, 1.2, 0.0, 0.0, 0.0, 1.2, 0.6]","[3337, 3338, 3372, 9974, 10946, 10947, 10965, 11766, 17028, 19898, 20614, 33335, 48537, 59848, 61629, 63480, 66989, 80176]"
29379015,2020-09-23,"[72.0, 0.6, 4.8, 4.0, 0.3, 4.2, 1.584, 21.6, 4.2, 4.2, 1.2, 1.2, 5.4, 21.6, 0.6, 0.6, 0.6, 8.0, 4.0, 4.2, 1.188, 0.3]","[3372, 3530, 6013, 9974, 10611, 10946, 10957, 11574, 20614, 33335, 48537, 53566, 59847, 59848, 61629, 63480, 63481, 66738, 66839, 66989, 76623, 80176]"
29379664,2019-12-02,"[24.0, 12.6, 2.4, 1.6, 4.2, 0.0, 12.6, 3.0, 0.792, 1.9008, 1.2, 1.584, 8.4, 2.0, 4.8, 4.2, 4.0, 6.0, 16.8, 0.792]","[6013, 10946, 10947, 10965, 11766, 15793, 19898, 20614, 30822, 43113, 48537, 59874, 61629, 63311, 66738, 66989, 69265, 71316, 71317, 77721]"
29379664,2020-06-22,"[43.2, 14.4, 8.0, 4.2, 36.0, 16.8, 2.0, 0.6, 1.8, 4.0, 7.2, 4.0]","[3372, 6013, 9974, 10946, 11574, 19898, 37961, 48537, 60387, 66738, 71317, 80417]"
29379664,2020-09-15,"[6.4, 1.6, 0.6, 4.0, 6.0, 2.4, 4.2, 1.6, 2.8512, 0.7668]","[6013, 10965, 61629, 63311, 65660, 66989, 71316, 74583, 76623, 77313]"
29996995,2020-02-25,"[36.0, 28.8, 4.8, 20.0, 12.8, 50.4, 2.4]","[3372, 3410, 3411, 9974, 10965, 11574, 48537]"
29996995,2020-03-04,[14.4],[11574]
29996995,2020-10-06,"[28.8, 14.4, 8.0, 1.2, 4.2, 1.2, 3.2, 28.8, 1.8, 1.2, 5.4]","[3372, 3410, 9974, 10611, 10946, 10947, 10965, 11574, 11766, 48537, 59848]"
29379915,2019-08-06,"[43.2, 62.4, 9.6, 4.8, 4.0, 38.4, 4.2, 18.0]","[3372, 3410, 5983, 6013, 9974, 11574, 29777, 59848]"
29379915,2019-08-14,"[74.4, 55.2, 4.8, 4.0, 0.6, 4.2, 4.2, 1.9008, 18.0, 4.752, 4.0, 4.0, 4.2]","[3372, 3410, 6013, 9974, 17028, 20614, 29777, 43113, 59848, 59874, 63627, 66738, 66989]"
29379915,2019-08-19,"[36.0, 36.0, 9.6, 4.8, 4.0, 9.6, 31.2, 4.2, 3.6, 18.0, 5.4, 1.0, 6.0, 14.4]","[3372, 3410, 5983, 6013, 9974, 10965, 11574, 20614, 59286, 59848, 60387, 63908, 67049, 71317]"
29379915,2019-08-28,"[33.6, 36.0, 12.8, 0.78, 4.2, 4.2, 9.6, 19.2, 4.2, 1.8, 0.6, 18.0, 4.0, 3.0, 4.0, 28.8, 4.0]","[3372, 3410, 6013, 9976, 10946, 10947, 10965, 11574, 19898, 39616, 48537, 59848, 63627, 65660, 66738, 71317, 75534]"
29379915,2019-09-02,"[28.8, 21.6, 7.2, 6.4, 4.0, 4.2, 4.752, 28.8, 0.6, 4.2, 4.2, 4.2, 0.792, 4.2, 18.0, 0.6, 4.0, 4.0, 4.2, 1.0, 16.8, 4.0]","[3372, 3410, 5983, 6013, 9974, 10946, 10957, 11574, 17028, 19898, 20614, 29777, 30822, 57005, 59848, 64665, 66738, 66839, 66989, 67049, 71317, 75534]"
29379915,2019-09-09,"[40.8, 33.6, 0.6, 6.4, 11.2, 48.0, 4.5, 4.2, 4.2, 1.8, 0.6, 1.8, 18.0, 4.0, 1.0]","[3372, 3410, 3530, 6013, 10965, 11574, 16550, 20614, 29777, 39616, 48859, 59847, 59848, 66738, 67049]"
29379915,2019-09-16,"[26.4, 60.0, 7.2, 9.6, 4.0, 4.2, 14.4, 26.4, 4.5, 4.2, 4.2, 0.6, 18.0, 0.6, 4.0, 4.2]","[3372, 3410, 5983, 6013, 9974, 10946, 10965, 11574, 16550, 20614, 33335, 48537, 59848, 64665, 66738, 66989]"
29379915,2019-09-23,"[28.8, 36.0, 11.2, 4.0, 22.4, 28.8, 4.2, 0.9504, 4.2, 18.0, 4.752, 2.4, 4.0, 4.0]","[3372, 3410, 6013, 9974, 10965, 11574, 29777, 43113, 57005, 59848, 59874, 63311, 66738, 75534]"
29379915,2019-10-01,"[48.0, 36.0, 7.2, 8.0, 8.4, 31.2, 4.5, 4.5, 3.6, 4.2, 1.8, 18.0, 4.8]","[3372, 3410, 5983, 6013, 10946, 11574, 16519, 16550, 39616, 57005, 59847, 59848, 71317]"
29379915,2019-10-08,"[4.752, 50.4, 45.6, 4.8, 4.2, 11.2, 24.0, 0.6, 21.6, 1.2, 3.0, 4.0, 4.0, 4.2]","[3337, 3372, 3410, 5983, 10946, 10965, 11574, 48537, 59848, 63908, 65660, 66738, 66839, 66989]"
29379915,2019-10-18,"[21.6, 28.8, 3.2, 4.0, 4.2, 4.2, 3.2, 14.4, 4.2, 0.6, 4.2, 4.2, 4.2, 0.792, 1.8, 0.9504, 0.6, 1.5336, 3.6, 5.4, 0.792, 4.0, 1.0, 7.2]","[3372, 3410, 6013, 9974, 10946, 10947, 10965, 11574, 11766, 17028, 19898, 20614, 29777, 30822, 39616, 43113, 48859, 54232, 59847, 59848, 59873, 66738, 66780, 71317]"
29379915,2019-10-22,"[36.0, 38.4, 4.8, 6.4, 0.78, 4.2, 21.6, 4.2, 4.0, 0.6, 4.2, 25.2, 4.752, 8.4, 4.0, 8.0]","[3372, 3410, 5983, 6013, 9976, 10946, 11574, 29777, 37961, 48537, 57005, 59848, 59874, 62707, 63627, 66738]"
29379915,2019-10-24,[180.0],[62706]
29379915,2019-10-29,"[33.6, 33.6, 4.8, 8.0, 9.6, 30.6, 8.4, 30.6, 8.4, 3.0, 4.0, 1.0]","[3372, 3410, 5983, 6013, 10965, 11574, 29777, 59848, 62707, 65660, 66738, 66780]"
29379915,2019-11-04,"[38.4, 45.6, 4.8, 6.4, 4.0, 4.2, 8.0, 21.6, 9.0, 25.2, 4.2]","[3372, 3410, 5983, 6013, 9974, 10946, 10965, 11574, 16550, 59848, 66989]"
29379915,2019-11-15,"[0.792, 45.6, 52.8, 4.8, 6.4, 8.0, 28.8, 4.2, 4.2, 0.6, 18.0, 4.2, 4.0, 7.2, 0.9504]","[3338, 3372, 3410, 5983, 6013, 10965, 11574, 19898, 20614, 48859, 59848, 62707, 66738, 71317, 72548]"
29379915,2019-11-20,"[4.752, 36.0, 45.6, 7.2, 4.8, 4.0, 20.8, 21.6, 4.2, 0.9504, 1.5336, 19.8, 0.792, 4.2]","[3337, 3372, 3410, 5983, 6013, 9974, 10965, 11574, 20614, 43113, 54232, 59848, 59873, 66989]"
29379915,2019-11-21,"[0.0, 5.544]","[15793, 77721]"
29379915,2019-11-27,"[33.6, 64.8, 8.0, 4.0, 4.2, 28.8, 4.2, 3.0, 4.0, 4.0]","[3372, 3410, 6013, 9974, 10946, 11574, 29777, 65660, 66738, 66839]"
29379915,2019-11-29,"[0.0, 0.792, 1.188]","[15793, 77721, 77995]"
29379915,2019-12-04,"[45.6, 45.6, 4.8, 4.8, 4.2, 8.0, 31.2, 4.5, 0.6, 0.792, 0.9504, 0.6, 0.7668, 1.8, 23.4, 4.752, 1.0]","[3372, 3410, 5983, 6013, 10946, 10965, 11574, 16519, 17028, 30822, 43113, 48537, 54232, 59847, 59848, 59874, 66780]"
